db_id;schema
device;Справочник.Устройства : Ссылка (Справочник.Устройства) , Наименование (Строка) , Оператор (Строка) , ВерсияПакета (Строка) , Приложения (Строка) , ПрограммнаяПлатформа (Строка) | Справочник.Магазины : Ссылка (Справочник.Магазины) , Наименование (Строка) , Местоположение (Строка) , ДатаОткрытия (Дата) , ГодОткрытия (Число) | РегистрСведений.Остатки : Магазин (Справочник.Магазины) , Устройство (Справочник.Устройства) , Количество (Число)
tracking_grants_for_research;Справочник.ВидыДокументов : Код (Строка) , Описание (Строка) | Справочник.Документы : Ссылка (Справочник.Документы) , ВидДокумента (Справочник.ВидыДокументов) , Грант (Справочник.Гранты) , ДатаОтправки (Дата) , ДатаПолученияОтвета (Дата) , Прочее (Строка) | Справочник.Гранты : Ссылка (Справочник.Гранты) , Организация (Справочник.Организации) , СуммаГранта (Число) , ДатаНачала (Дата) , ДатаОкончания (Дата) , Прочее (Строка) | Справочник.ВидыОрганизаций : Код (Строка) , Описание (Строка) | Справочник.Организации : Ссылка (Справочник.Организации) , ВидОрганизации (Справочник.ВидыОрганизаций) , Описание (Строка) | Справочник.РезультатыПроектов : Ссылка (Справочник.РезультатыПроектов) , КодРезультата (Справочник.РезультатыИсследований) , Описание (Строка) | Справочник.СотрудникиПроектов : Ссылка (Справочник.СотрудникиПроектов) , Проект (Справочник.Проекты) , Роль (Справочник.ДолжностиСотрудников) , ДатаНачала (Дата) , ДатаОкончания (Дата) , Прочее (Строка) | Справочник.Проекты : Ссылка (Справочник.Проекты) , Организация (Справочник.Организации) , Описание (Строка) | Справочник.РезультатыИсследований : Код (Строка) , Описание (Строка) | Справочник.ИсследовательскийПерсонал : Ссылка (Справочник.ИсследовательскийПерсонал) , ОрганизацияРаботодатель (Справочник.Организации) , Описание (Строка) | Справочник.ДолжностиСотрудников : Код (Строка) , Описание (Строка) | Справочник.Задачи : Ссылка (Справочник.Задачи) , Проект (Справочник.Проекты) , Описание (Строка) , СогласованиеЦелей (Строка)
employee_hire_evaluation;Справочник.Сотрудники : Ссылка (Справочник.Сотрудники) , Наименование (Строка) , Возраст (Число) , Город (Строка) | Справочник.Магазины : Ссылка (Справочник.Магазины) , Наименование (Строка) , Местоположение (Строка) , Район (Строка) , КоличествоТоваров (Число) , ИмяМенеджера (Строка) | РегистрСведений.НаймСотрудников : Магазин (Справочник.Магазины) , Сотрудник (Справочник.Сотрудники) , ДатаНачала (Строка) , ПолнаяЗанятость (Булево) | РегистрСведений.ОценкаСотрудников : Сотрудник (Справочник.Сотрудники) , Год (Число) , Премия (Число)
movie_1;Справочник.Фильмы : Ссылка (Справочник.Фильмы) , Название (Строка) , Год (Число) , Режиссер (Строка) | Справочник.Рецензенты : Ссылка (Справочник.Рецензенты) , Наименование (Строка) | РегистрСведений.ОценкиФильмов : Рецензент (Справочник.Рецензенты) , Фильм (Справочник.Фильмы) , Звезд (Число) , ДатаОценки (Дата)
network_1;Справочник.Школьники : Ссылка (Справочник.Школьники) , Наименование (Строка) , Класс (Число) | РегистрСведений.ШкольныеДрузья : Ученик (Справочник.Школьники) , Друг (Справочник.Школьники) | РегистрСведений.Симпатии : Ученик (Справочник.Школьники) , ОбъектСимпатии (Справочник.Школьники)
poker_player;Справочник.Люди : Ссылка (Справочник.Люди) , Гражданство (Строка) , Наименование (Строка) , ДатаРождения (Дата) , Рост (Число) | Справочник.ПокерныеИгроки : Ссылка (Справочник.ПокерныеИгроки) , Человек (Справочник.Люди) , ФинальныеСтолы (Число) , ЛучшийРезультат (Число) , ДенежныйРейтинг (Число) , Выигрыш (Число)
program_share;Справочник.Программы : Ссылка (Справочник.Программы) , Наименование (Строка) , СтранаПроисхождения (Строка) , ГодЗапуска (Число) , ВладелецПрограммы (Строка) | Справочник.Каналы : Ссылка (Справочник.Каналы) , Наименование (Строка) , ВладелецКанала (Строка) , ДоляВПроцентах (Число) , РейтингВПроцентах (Число) | РегистрСведений.Трансляции : Канал (Справочник.Каналы) , Программа (Справочник.Программы) , ВремяСуток (Строка) | РегистрСведений.ДолиТрансляций : Канал (Справочник.Каналы) , Программа (Справочник.Программы) , Дата (Дата) , ДоляВПроцентах (Число)
aircraft;Справочник.Пилоты : Ссылка (Справочник.Пилоты) , Наименование (Строка) , Возраст (Число) | Справочник.Самолеты : Ссылка (Справочник.Самолеты) , Наименование (Строка) , Описание (Строка) , МаксимальныйВес (Строка) , ОбщаяПлощадьДисков (Строка) , МаксимальнаяНагрузкаНаДиск (Строка) | Справочник.Соревнования : Раунд (Число) , Локация (Строка) , Страна (Строка) , Дата (Дата) , БыстрейшаяКвалификация (Строка) , ПобедившийПилот (Строка) , ПобедившийСамолет (Строка) | Справочник.Аэропорты : Ссылка (Справочник.Аэропорты) , Наименование (Строка) , ПассажировВсего (Число) , Изменение2007 (Строка) , МеждународныхПассажиров (Число) , ВнутреннихПассажиров (Число) , ТранзитныхПассажиров (Число) , Самолетовылетов (Число) , ГрузВСоткахТонн (Число) | РегистрСведений.АэропортыСамолеты : Ссылка (РегистрСведений.АэропортыСамолеты) , Аэропорт (Справочник.Аэропорты) , Самолет (Справочник.Самолеты)
restaurant_1;Справочник.Студенты : Ссылка (Справочник.Студенты) , Фамилия (Строка) , Имя (Строка) , Возраст (Число) , Пол (Строка) , Специальность (Число) , Руководитель (Число) , КодГорода (Строка) | Справочник.Рестораны : Ссылка (Справочник.Рестораны) , Наименование (Строка) , Адрес (Строка) , Рейтинг (Число) | РегистрСведений.ТипыРесторанов : Ресторан (Справочник.Рестораны) , ТипРесторана (Справочник.ВидыРесторанов) | Справочник.ВидыРесторанов : Ссылка (Справочник.ВидыРесторанов) , Наименование (Строка) , Описание (Строка) | РегистрСведений.ПосещенияРесторанов : Студент (Справочник.Студенты) , Ресторан (Справочник.Рестораны) , Время (Дата) , Сумма (Число)
customers_and_invoices;Справочник.Клиенты : Ссылка (Справочник.Клиенты) , Имя (Строка) , Инициалы (Строка) , Фамилия (Строка) , Пол (Строка) , ЭлектроннаяПочта (Строка) , Логин (Строка) , Пароль (Строка) , Телефон (Строка) , Город (Строка) , Область (Строка) , Страна (Строка) | Документ.Заказ : Ссылка (Документ.Заказ) , Клиент (Справочник.Клиенты) , ДатаОформления (Дата) , Детали (Строка) | Документ.Счет : Ссылка (Документ.Счет) , Заказ (Документ.Заказ) , ДатаСчета (Дата) | Справочник.Счета : Ссылка (Справочник.Счета) , Клиент (Справочник.Клиенты) , ДатаОткрытия (Дата) , Наименование (Строка) , Прочее (Строка) | Справочник.ВидыПродукции : Код (Строка) , Описание (Строка) , СтавкаНДС (Число) | Справочник.Товары : Ссылка (Справочник.Товары) , РодительскийТовар (Число) , ВидПродукции (Справочник.ВидыПродукции) , ЦенаЗаЕдиницу (Число) , Наименование (Строка) , ЦветСтрокой (Строка) , Размер (Строка) | РегистрСведений.ДвиженияСредств : Ссылка (РегистрСведений.ДвиженияСредств) , Счет (Справочник.Счета) , СчетДокумент (Документ.Счет) , ТипОперации (Строка) , Дата (Дата) , Сумма (Число) , Комментарий (Строка) , Прочее (Строка) | ТабличнаяЧасть.ЗаказанныеТовары : Ссылка (ТабличнаяЧасть.ЗаказанныеТовары) , Заказ (Документ.Заказ) , Товар (Справочник.Товары) , Количество (Строка) , Прочее (Строка) | ТабличнаяЧасть.СтрокиСчета : СтрокаЗаказа (ТабличнаяЧасть.ЗаказанныеТовары) , Счет (Документ.Счет) , Товар (Справочник.Товары) , Наименование (Строка) , Количество (Строка) , Цена (Число) , Себестоимость (Число) , НДСПлатеж (Число) , ИтоговаяСумма (Число)
insurance_and_eClaims;Справочник.Клиенты : Ссылка (Справочник.Клиенты) , Описание (Строка) | Справочник.Сотрудники : Ссылка (Справочник.Сотрудники) , Описание (Строка) | Документ.Полис : Ссылка (Документ.Полис) , Клиент (Справочник.Клиенты) , ВидПолиса (Строка) , ДатаНачала (Дата) , ДатаОкончания (Дата) | Документ.Заявка : Ссылка (Документ.Заявка) , Статус (Строка) , ВидЗаявки (Строка) , Полис (Документ.Полис) , ДатаПодачи (Дата) , ДатаВыплаты (Дата) , СуммаЗаявки (Число) , СуммаВыплаты (Число) | РегистрСведений.ЗаявкиДокументы : Заявка (Документ.Заявка) , ВидДокумента (Строка) , СозданоСотрудником (Справочник.Сотрудники) , ДатаСоздания (Число) | Справочник.ЭтапыОбработкиЗаявок : Ссылка (Справочник.ЭтапыОбработкиЗаявок) , СледующийЭтап (Справочник.ЭтапыОбработкиЗаявок) , НаименованиеСтатуса (Строка) , ОписаниеСтатуса (Строка) | РегистрСведений.ОбработкаЗаявок : Ссылка (РегистрСведений.ОбработкаЗаявок) , Заявка (Документ.Заявка) , Результат (Строка) , Этап (Справочник.ЭтапыОбработкиЗаявок) , Сотрудник (Справочник.Сотрудники)
college_1;Справочник.Группы : Ссылка (Справочник.Группы) , КодКурса (Справочник.Курсы) , НомерГруппы (Строка) , ВремяПроведения (Строка) , Аудитория (Строка) , Преподаватель (Справочник.Сотрудники) | Справочник.Курсы : Код (Строка) , КодФакультета (Справочник.Факультеты) , Описание (Строка) , Кредиты (Число) | Справочник.Факультеты : Код (Строка) , Наименование (Строка) , КодШколы (Строка) , Руководитель (Справочник.Сотрудники) , Адрес (Строка) , ВнутреннийТелефон (Строка) | Справочник.Сотрудники : Ссылка (Справочник.Сотрудники) , Фамилия (Строка) , Имя (Строка) , Инициалы (Строка) , ДолжностьНаименование (Строка) , ДатаНайма (Дата) , ДатаРождения (Дата) | РегистрСведений.ЗаписиОПосещении : Группа (Справочник.Группы) , Студент (Справочник.Студенты) , Оценка (Строка) | Справочник.Преподаватели : Сотрудник (Справочник.Сотрудники) , Факультет (Справочник.Факультеты) , Кабинет (Строка) , ВнутреннийТелефон (Строка) , УченаяСтепень (Строка) | Справочник.Студенты : Ссылка (Справочник.Студенты) , Фамилия (Строка) , Имя (Строка) , Инициалы (Строка) , ДатаРождения (Дата) , КоличествоЧасов (Число) , Курс (Строка) , СреднийБалл (Число) , Переведен (Число) , Факультет (Справочник.Факультеты) , Телефон (Строка) , Преподаватель (Справочник.Сотрудники)
local_govt_mdm;Справочник.Клиенты : Ссылка (Справочник.Клиенты) , Описание (Строка) | Справочник.КроссСсылкиКМИ : Ссылка (Справочник.КроссСсылкиКМИ) , Клиент (Справочник.Клиенты) , КодСистемыИсточник (Строка) | РегистрСведений.НалогНаНедвижимость : Ссылка (РегистрСведений.НалогНаНедвижимость) , КроссСсылкаКМИ (Справочник.КроссСсылкиКМИ) | РегистрСведений.НалогНаБизнес : Ссылка (РегистрСведений.НалогНаБизнес) , КроссСсылкаКМИ (Справочник.КроссСсылкиКМИ) | РегистрСведений.ПереплатыПоПособиям : НалогНаНедвижимость (РегистрСведений.НалогНаНедвижимость) , КроссСсылкаКМИ (Справочник.КроссСсылкиКМИ) | РегистрСведений.ШтрафыЗаПарковку : НалогНаНедвижимость (РегистрСведений.НалогНаНедвижимость) , КроссСсылкаКМИ (Справочник.КроссСсылкиКМИ) | РегистрСведений.ДолгиПоАренде : НалогНаНедвижимость (РегистрСведений.НалогНаНедвижимость) , КроссСсылкаКМИ (Справочник.КроссСсылкиКМИ) | РегистрСведений.ИзбирательныйРегистр : Ссылка (РегистрСведений.ИзбирательныйРегистр) , КроссСсылкаКМИ (Справочник.КроссСсылкиКМИ)
book_2;Справочник.Книги : Ссылка (Справочник.Книги) , Название (Строка) , КоличествоВыпусков (Число) , Автор (Строка) | РегистрСведений.Издания : Ссылка (РегистрСведений.Издания) , Книга (Справочник.Книги) , Издательство (Строка) , ДатаИздания (Строка) , Цена (Число)
hr_1;Справочник.Регионы : Ссылка (Справочник.Регионы) , Наименование (Строка) | Справочник.Страны : Ссылка (Справочник.Страны) , Наименование (Строка) , РегионСправочник (Справочник.Регионы) | Справочник.Подразделения : Ссылка (Справочник.Подразделения) , Наименование (Строка) , Руководитель (Справочник.Сотрудники) , Местоположение (Справочник.Местоположения) | Справочник.Должности : Код (Строка) , Наименование (Строка) , МинимальнаяЗарплата (Число) , МаксимальнаяЗарплата (Число) | Справочник.Сотрудники : Ссылка (Справочник.Сотрудники) , Имя (Строка) , Фамилия (Строка) , ЭлектроннаяПочта (Строка) , Телефон (Строка) , ДатаНайма (Дата) , Должность (Справочник.Должности) , Оклад (Число) , ПроцентКомиссии (Число) , Руководитель (Справочник.Сотрудники) , Подразделение (Справочник.Подразделения) | РегистрСведений.ИсторияРаботы : Сотрудник (Справочник.Сотрудники) , ДатаНачала (Дата) , ДатаОкончания (Дата) , Должность (Справочник.Должности) , Подразделение (Справочник.Подразделения) | Справочник.Местоположения : Ссылка (Справочник.Местоположения) , Адрес (Строка) , ПочтовыйИндекс (Строка) , Город (Строка) , Область (Строка) , СтранаСправочник (Справочник.Страны)
soccer_1;РегистрСведений.АтрибутыИгроков : Ссылка (РегистрСведений.АтрибутыИгроков) , ИгрокFIFA (Число) , ИгрокAPI (Число) , Дата (Строка) , ОбщийРейтинг (Число) , Потенциал (Число) , ВедущаяНога (Строка) , АтакаРаботоспособность (Строка) , ЗащитаРаботоспособность (Строка) , Навесы (Число) , ЗавершениеАтак (Число) , УдарыГоловой (Число) , КороткийПас (Число) , УдарыСлета (Число) , Дриблинг (Число) , Эффект (Число) , ШтрафныеУдары (Число) , ДальнийПас (Число) , КонтрольМяча (Число) , Ускорение (Число) , СкоростьРывака (Число) , Ловкость (Число) , Реакция (Число) , Баланс (Число) , СилаУдара (Число) , Прыжки (Число) , Выносливость (Число) , Сила (Число) , ДальниеУдары (Число) , Агрессия (Число) , Перехваты (Число) , Позиционирование (Число) , ВидениеПоля (Число) , Пенальти (Число) , Опека (Число) , ОтборСтоя (Число) , Подкаты (Число) , ВратарьПрыжки (Число) , ВратарьЛовля (Число) , ВратарьУдары (Число) , ВратарьПозиционирование (Число) , ВратарьРеакции (Число) | Служебная.sqlite_sequence : Имя (Строка) , Последовательность (Строка) | Справочник.Игроки : Ссылка (Справочник.Игроки) , ИгрокAPI (Число) , Наименование (Строка) , ИгрокFIFA (Число) , ДатаРождения (Дата) , Рост (Число) , Вес (Число) | Справочник.Лиги : Ссылка (Справочник.Лиги) , СтранаСправочник (Справочник.Страны) , Наименование (Строка) | Справочник.Страны : Ссылка (Справочник.Страны) , Наименование (Строка) | Справочник.Команды : Ссылка (Справочник.Команды) , КомандаAPI (Число) , КомандаFIFA (Число) , ПолноеНаименование (Строка) , КороткоеНаименование (Строка) | РегистрСведений.АтрибутыКоманд : Ссылка (РегистрСведений.АтрибутыКоманд) , КомандаFIFA (Число) , КомандаAPI (Число) , Дата (Строка) , СкоростьПостроения (Число) , КлассСкоростиПостроения (Строка) , ДриблингПостроения (Число) , КлассДриблингаПостроения (Строка) , ПасыПостроения (Число) , КлассПасовПостроения (Строка) , РасположениеПостроения (Строка) , СозданиеПасов (Число) , КлассСозданияПасов (Строка) , СозданиеНавесов (Число) , КлассСозданияНавесов (Строка) , СозданиеУдаров (Число) , КлассСозданияУдаров (Строка) , РасположениеСоздания (Строка) , ДавлениеВОбороне (Число) , КлассДавления (Строка) , АгрессияВОбороне (Число) , КлассАгрессии (Строка) , ШиринаОбороны (Число) , КлассШирины (Строка) , ЛинияОбороны (Строка)
sakila_1;Справочник.Актеры : Ссылка (Справочник.Актеры) , Имя (Строка) , Фамилия (Строка) , ДатаИзменения (Дата) | Справочник.Адреса : Ссылка (Справочник.Адреса) , Адрес1 (Строка) , Адрес2 (Строка) , Район (Строка) , ГородСправочник (Справочник.Города) , ПочтовыйИндекс (Строка) , Телефон (Строка) , ДатаИзменения (Дата) | Справочник.КатегорииФильмов : Ссылка (Справочник.КатегорииФильмов) , Наименование (Строка) , ДатаИзменения (Дата) | Справочник.Города : Ссылка (Справочник.Города) , Наименование (Строка) , СтранаСправочник (Справочник.Страны) , ДатаИзменения (Дата) | Справочник.Страны : Ссылка (Справочник.Страны) , Наименование (Строка) , ДатаИзменения (Дата) | Справочник.Клиенты : Ссылка (Справочник.Клиенты) , Магазин (Справочник.Магазины) , Имя (Строка) , Фамилия (Строка) , ЭлектроннаяПочта (Строка) , АдресСправочник (Справочник.Адреса) , Активен (Булево) , ДатаСоздания (Дата) , ДатаИзменения (Дата) | Справочник.Фильмы : Ссылка (Справочник.Фильмы) , Название (Строка) , Описание (Строка) , ГодВыхода (Число) , Язык (Справочник.Языки) , ОригинальныйЯзык (Справочник.Языки) , ДлительностьПроката (Число) , СтоимостьПроката (Число) , Продолжительность (Число) , СтоимостьЗамены (Число) , Рейтинг (Строка) , Особенности (Строка) , ДатаИзменения (Дата) | РегистрСведений.АктерыФильмов : Актер (Справочник.Актеры) , Фильм (Справочник.Фильмы) , ДатаИзменения (Дата) | РегистрСведений.КатегорииФильмов : Фильм (Справочник.Фильмы) , Категория (Справочник.КатегорииФильмов) , ДатаИзменения (Дата) | РегистрСведений.ТекстыФильмов : Фильм (Справочник.Фильмы) , Название (Строка) , Описание (Строка) | РегистрСведений.НаличиеФильмов : Ссылка (РегистрСведений.НаличиеФильмов) , Фильм (Справочник.Фильмы) , Магазин (Справочник.Магазины) , ДатаИзменения (Дата) | Справочник.Языки : Ссылка (Справочник.Языки) , Наименование (Строка) , ДатаИзменения (Дата) | Документ.Платеж : Ссылка (Документ.Платеж) , Клиент (Справочник.Клиенты) , Сотрудник (Справочник.Сотрудники) , Аренда (Документ.Аренда) , Сумма (Число) , ДатаПлатежа (Дата) , ДатаИзменения (Дата) | Документ.Аренда : Ссылка (Документ.Аренда) , ДатаАренды (Дата) , ФильмИзНаличия (РегистрСведений.НаличиеФильмов) , Клиент (Справочник.Клиенты) , ДатаВозврата (Дата) , Сотрудник (Справочник.Сотрудники) , ДатаИзменения (Дата) | Справочник.Сотрудники : Ссылка (Справочник.Сотрудники) , Имя (Строка) , Фамилия (Строка) , АдресСправочник (Справочник.Адреса) , Фото (Строка) , ЭлектроннаяПочта (Строка) , Магазин (Справочник.Магазины) , Активен (Булево) , ИмяПользователя (Строка) , Пароль (Строка) , ДатаИзменения (Дата) | Справочник.Магазины : Ссылка (Справочник.Магазины) , Менеджер (Справочник.Сотрудники) , АдресСправочник (Справочник.Адреса) , ДатаИзменения (Дата)
real_estate_properties;Справочник.ВидыХарактеристик : Код (Строка) , Наименование (Строка) | Справочник.ВидыНедвижимости : Код (Строка) , Описание (Строка) | Справочник.ДопХарактеристики : Ссылка (Справочник.ДопХарактеристики) , ВидХарактеристики (Справочник.ВидыХарактеристик) , Наименование (Строка) , Описание (Строка) | Справочник.Недвижимость : Ссылка (Справочник.Недвижимость) , ВидНедвижимости (Справочник.ВидыНедвижимости) , ДатаПоявленияНаРынке (Дата) , ДатаПродажи (Дата) , Наименование (Строка) , Адрес (Строка) , КоличествоКомнат (Число) , ЗапрошеннаяЦена (Число) , ПредложеннаяЦена (Число) , СогласованнаяЦена (Число) , ХарактеристикаАПТ1 (Строка) , ХарактеристикаАПТ2 (Строка) , ХарактеристикаАПТ3 (Строка) , ХарактеристикаПОЛЕ1 (Строка) , ХарактеристикаПОЛЕ2 (Строка) , ХарактеристикаПОЛЕ3 (Строка) , ХарактеристикаДОМ1 (Строка) , ХарактеристикаДОМ2 (Строка) , ХарактеристикаДОМ3 (Строка) , ХарактеристикаПРОЧЕЕ1 (Строка) , ХарактеристикаПРОЧЕЕ2 (Строка) , ХарактеристикаПРОЧЕЕ3 (Строка) , ХарактеристикаМАГАЗИН1 (Строка) , ХарактеристикаМАГАЗИН2 (Строка) , ХарактеристикаМАГАЗИН3 (Строка) , ПрочиеСведения (Строка) | РегистрСведений.ДопХарактеристикиНедвижимости : Недвижимость (Справочник.Недвижимость) , Характеристика (Справочник.ДопХарактеристики) , Описание (Строка)
college_3;Справочник.Студенты : Ссылка (Справочник.Студенты) , Фамилия (Строка) , Имя (Строка) , Возраст (Число) , Пол (Строка) , Специальность (Число) , Руководитель (Число) , КодГорода (Строка) | Справочник.Преподаватели : Ссылка (Справочник.Преподаватели) , Фамилия (Строка) , Имя (Строка) , Звание (Строка) , Пол (Строка) , Телефон (Строка) , Кабинет (Строка) , Здание (Строка) | Справочник.Кафедры : Ссылка (Справочник.Кафедры) , Подразделение (Строка) , Наименование (Строка) , Кабинет (Строка) , Здание (Строка) , Телефон (Строка) | РегистрСведений.ЧленствоКафедры : Преподаватель (Справочник.Преподаватели) , Кафедра (Справочник.Кафедры) , ТипНазначения (Строка) | Справочник.Курсы : Код (Строка) , Наименование (Строка) , Кредиты (Число) , Преподаватель (Справочник.Преподаватели) , Дни (Строка) , Время (Строка) , Кафедра (Справочник.Кафедры) | РегистрСведений.ДопСпециальности : Студент (Справочник.Студенты) , Кафедра (Справочник.Кафедры) | РегистрСведений.ЗаписиОПосещении : Студент (Справочник.Студенты) , Курс (Справочник.Курсы) , Оценка (Строка) | Справочник.ШкалаОценок : БуквеннаяОценка (Строка) , Балл (Число)
course_teach;Справочник.Курсы : Ссылка (Справочник.Курсы) , ДатаНачала (Строка) , Наименование (Строка) | Справочник.Преподаватели : Ссылка (Справочник.Преподаватели) , Наименование (Строка) , Возраст (Строка) , ГородРодной (Строка) | РегистрСведений.НазначениеКурсов : Курс (Справочник.Курсы) , Преподаватель (Справочник.Преподаватели) , Класс (Число)
roller_coaster;Справочник.Страны : Ссылка (Справочник.Страны) , Наименование (Строка) , Население (Число) , Площадь (Число) , Языки (Строка) | Справочник.Аттракционы : Ссылка (Справочник.Аттракционы) , Наименование (Строка) , Парк (Строка) , СтранаСправочник (Справочник.Страны) , Длина (Число) , Высота (Число) , Скорость (Строка) , ДатаОткрытия (Строка) , Статус (Строка)
customer_deliveries;Справочник.Товары : Ссылка (Справочник.Товары) , Наименование (Строка) , Цена (Число) , Описание (Строка) | Справочник.Адреса : Ссылка (Справочник.Адреса) , Детали (Строка) , Город (Строка) , Индекс (Строка) , Область (Строка) , Страна (Строка) | Справочник.Клиенты : Ссылка (Справочник.Клиенты) , СпособОплаты (Строка) , Наименование (Строка) , Телефон (Строка) , ЭлектроннаяПочта (Строка) , ДатаРегистрации (Дата) | Документ.РегулярныйЗаказ : Ссылка (Документ.РегулярныйЗаказ) , Дистрибьютор (Число) | ТабличнаяЧасть.ТоварыРегулярногоЗаказа : РегулярныйЗаказ (Документ.РегулярныйЗаказ) , Товар (Справочник.Товары) | Документ.ФактическийЗаказ : Ссылка (Документ.ФактическийЗаказ) , Статус (Строка) , РегулярныйЗаказ (Документ.РегулярныйЗаказ) , ДатаЗаказа (Дата) | ТабличнаяЧасть.ТоварыФактическогоЗаказа : ФактическийЗаказ (Документ.ФактическийЗаказ) , Товар (Справочник.Товары) | РегистрСведений.АдресаКлиентов : Клиент (Справочник.Клиенты) , Адрес (Справочник.Адреса) , ДатаС (Дата) , ТипАдреса (Строка) , ДатаПо (Дата) | Справочник.МаршрутыДоставки : Ссылка (Справочник.МаршрутыДоставки) , Наименование (Строка) , Прочее (Строка) | РегистрСведений.ТочкиМаршрута : КодМестоположения (Строка) , Маршрут (Справочник.МаршрутыДоставки) , Адрес (Справочник.Адреса) , НаименованиеМеста (Строка) | Справочник.Грузовики : Ссылка (Справочник.Грузовики) , НомерЛицензии (Строка) , Описание (Строка) | Справочник.Сотрудники : Ссылка (Справочник.Сотрудники) , АдресСправочник (Справочник.Адреса) , Наименование (Строка) , Телефон (Строка) | РегистрСведений.ДоставкиЗаказов : КодМестоположения (Строка) , ФактическийЗаказ (Документ.ФактическийЗаказ) , СтатусДоставки (Строка) , Водитель (Справочник.Сотрудники) , Грузовик (Справочник.Грузовики) , ДатаДоставки (Дата)
game_injury;Справочник.Стадионы : Ссылка (Справочник.Стадионы) , Наименование (Строка) , ДомашниеМатчи (Число) , СредняяЯвка (Число) , ОбщаяЯвка (Число) , ЗаполнениеПроцентов (Число) | Справочник.Игры : Стадион (Справочник.Стадионы) , Ссылка (Справочник.Игры) , Сезон (Число) , Дата (Строка) , Хозяева (Строка) , Гости (Строка) , Счет (Строка) , Турнир (Строка) | РегистрСведений.Травмы : Игра (Справочник.Игры) , Ссылка (РегистрСведений.Травмы) , Игрок (Строка) , Травма (Строка) , КоличествоМатчей (Строка) , Источник (Строка)
school_finance;Справочник.Школы : Ссылка (Справочник.Школы) , Наименование (Строка) , Местоположение (Строка) , Талисман (Строка) , КоличествоУчащихся (Число) , КлассIHSAA (Строка) , ФутбольныйКлассIHSAA (Строка) , Округ (Строка) | РегистрСведений.Бюджет : Школа (Справочник.Школы) , Год (Число) , Запланировано (Число) , ПроцентБюджетаЗапланировано (Число) , Инвестировано (Число) , ПроцентБюджетаИнвестировано (Число) , ПроцентИнвестирования (Строка) | РегистрСведений.Эндаументы : Ссылка (РегистрСведений.Эндаументы) , Школа (Справочник.Школы) , ИмяДонатора (Строка) , Сумма (Число)
scholar;Справочник.МестаПубликаций : Ссылка (Справочник.МестаПубликаций) , Наименование (Строка) | Справочник.Авторы : Ссылка (Справочник.Авторы) , Наименование (Строка) | Справочник.НаборыДанных : Ссылка (Справочник.НаборыДанных) , Наименование (Строка) | Справочник.Журналы : Ссылка (Справочник.Журналы) , Наименование (Строка) | Справочник.КлючевыеФразы : Ссылка (Справочник.КлючевыеФразы) , Наименование (Строка) | Справочник.Публикации : Ссылка (Справочник.Публикации) , Заголовок (Строка) , МестоПубликации (Справочник.МестаПубликаций) , Год (Число) , КоличествоЦитирований (Число) , КоличествоСсылающихся (Число) , Журнал (Справочник.Журналы) | РегистрСведений.СсылкиНаПубликации : ЦитирующаяПубликация (Справочник.Публикации) , ЦитируемаяПубликация (Справочник.Публикации) | РегистрСведений.НаборыДанныхПубликаций : Публикация (Справочник.Публикации) , НаборДанных (Справочник.НаборыДанных) | РегистрСведений.КлючевыеФразыПубликаций : Публикация (Справочник.Публикации) , КлючеваяФраза (Справочник.КлючевыеФразы) | РегистрСведений.АвторыПубликаций : Публикация (Справочник.Публикации) , Автор (Справочник.Авторы)
voter_1;Справочник.КодыРегионов : Код (Число) , Штат (Строка) | Справочник.Участники : Ссылка (Справочник.Участники) , Наименование (Строка) | РегистрСведений.Голоса : Ссылка (РегистрСведений.Голоса) , Телефон (Строка) , Штат (Строка) , Участник (Справочник.Участники) , ДатаСоздания (Дата)
match_season;Справочник.Страны : Ссылка (Справочник.Страны) , Наименование (Строка) , Столица (Строка) , ОфициальныйЯзык (Строка) | Справочник.Команды : Ссылка (Справочник.Команды) , Наименование (Строка) | РегистрСведений.СезоныМатчей : Сезон (Число) , Игрок (Строка) , Позиция (Строка) , СтранаСправочник (Справочник.Страны) , Команда (Справочник.Команды) , НомерВыбораВДрафте (Число) , КлассДрафта (Строка) , Колледж (Строка) | Справочник.Игроки : Ссылка (Справочник.Игроки) , Наименование (Строка) , ГодыВыступлений (Строка) , ОбщийРейтингПобед (Строка) , РейтингПобедВСингле (Строка) , РейтингПобедВДубле (Строка) , КомандаСправочник (Справочник.Команды)
small_bank_1;Справочник.Клиенты : Ссылка (Справочник.Клиенты) , Наименование (Строка) | РегистрСведений.Сбережения : Клиент (Справочник.Клиенты) , Баланс (Число) | РегистрСведений.ТекущиеСчета : Клиент (Справочник.Клиенты) , Баланс (Число)
